customer_id,ad_soyad,yas,cinsiyet,sehir,egitim,meslek_durumu,aylik_gelir_tl,medeni_durum,musteri_kkb_skoru,kayit_tarihi
C02011,Sudi Güçlü,20,Kadın,Antalya,Lise,Ücretli Çalışan,16462.26,Boşanmış,1545,2023-03-02
C02012,Çev. Alaz Samahat Korutürk Bilge,29,Erkek,Bursa,Lisans,Serbest Meslek,10487.38,Boşanmış,1397,2021-01-26
C02013,Öğr. Günşen Merdi Zengin,50,Kadın,Ankara,Lise,Ücretli Çalışan,9295.28,Dul,1585,2016-09-13
C02014,Yrd. Doç. Bilgütay Server Akçay,49,Erkek,İstanbul,Lisans,Ücretli Çalışan,30617.85,Dul,1804,2017-11-13
C02015,Ledün Türk,66,Kadın,Bursa,Lisans,Ücretli Çalışan,16979.44,Boşanmış,1527,2015-12-07
C02016,Nazlim Yıldır Öcalan,35,Erkek,Ankara,Lisans,Ücretli Çalışan,19948.11,Dul,1883,2022-07-25
C02017,Mazlum Ruhsat Gülen,23,Kadın,Bursa,Lise,Ücretli Çalışan,13528.15,Boşanmış,1644,2021-05-02
C02018,Prof. Canur Dumanlı Soylu,52,Kadın,Adana,Lise,Ücretli Çalışan,16925.74,Dul,1713,2017-08-19
C02019,Dr. Sağıt Çağdan Yılmaz,44,Kadın,Ankara,Yüksek Lisans,Ücretli Çalışan,39148.74,Bekar,1518,2016-02-02
C02020,Öğr. Emine. Neval Arslan,52,Kadın,Trabzon,Lisans,Ücretli Çalışan,65441.07,Evli,1649,2024-09-12
C02021,Dr. Aybora Aclan Güçlü,40,Erkek,İzmir,Ön Lisans,Ücretli Çalışan,27587.03,Evli,1408,2019-09-09
C02022,Feyha Sevim Akdeniz,68,Erkek,Ankara,Ön Lisans,Emekli,21612.6,Bekar,1391,2022-06-13
C02023,Muvaffak Ertaş,29,Erkek,İzmir,Lisans,Emekli,32654.86,Evli,1676,2024-08-19
C02024,Yahşikan Gülen,34,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,25832.87,Evli,1122,2025-05-12
C02025,Prof. Kapagan Şener,42,Erkek,İstanbul,Lisans,Emekli,24434.23,Boşanmış,1886,2023-07-22
C02026,Doç. Acarkan Belkize Kısakürek Akçay,30,Kadın,Antalya,Lise,Ücretli Çalışan,11212.02,Dul,1156,2019-09-10
C02027,Yurtseven Türk,23,Kadın,Bursa,Lise,Ücretli Çalışan,36369.86,Bekar,1807,2021-09-21
C02028,Saire Kitan Sezer,43,Erkek,Samsun,Lise,Serbest Meslek,34529.96,Evli,1533,2016-11-12
C02029,Özerdinç Tarhan,38,Erkek,Antalya,Yüksek Lisans,Serbest Meslek,17156.51,Bekar,1422,2023-05-02
C02030,Taygan Akgündüz,21,Erkek,İzmir,Yüksek Lisans,Serbest Meslek,22447.05,Evli,1409,2020-02-19
C02031,Azade Zorlu,48,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,20787.05,Evli,1459,2018-08-14
C02032,Ayçan Dilcan Kısakürek Arsoy,29,Kadın,Mersin,Lise,Ücretli Çalışan,20588.11,Dul,1684,2020-02-24
C02033,Yrd. Doç. Ayhan Neşrin Arsoy Akçay,26,Erkek,Denizli,Lisans,Ücretli Çalışan,20730.54,Dul,1558,2020-08-10
C02034,Seha Demirel,31,Erkek,Kayseri,Yüksek Lisans,Serbest Meslek,15297.81,Evli,1557,2020-03-08
C02035,Berkal Şama,26,Kadın,İstanbul,İlkokul,Serbest Meslek,23329.31,Dul,1276,2024-09-21
C02036,Arş. Gör. Bariş Toy Güçlü,52,Erkek,Kayseri,Lise,Ücretli Çalışan,57069.35,Dul,1284,2017-12-01
C02037,Çağdan Korutürk,46,Kadın,Adana,Lisans,Emekli,14370.98,Bekar,1600,2019-12-02
C02038,Okt. Huzuri Ertuncay Zorlu,24,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,24742.16,Bekar,1201,2019-01-28
C02039,Çev. Ayşenur Ballı Arsoy,37,Erkek,Ankara,Lise,Ücretli Çalışan,12531.97,Evli,1585,2024-07-01
C02040,Sernur Sırriye Zorlu Fırat,29,Kadın,Adana,Ön Lisans,Ücretli Çalışan,25549.78,Boşanmış,1413,2016-08-04
C02041,Nazlim Yankı Duran Tarhan,38,Erkek,İstanbul,Lise,Emekli,21300.59,Bekar,1269,2020-02-20
C02042,Serma Nilcan Sezgin,42,Erkek,Adana,Lisans,Emekli,39681.9,Boşanmış,1265,2018-04-24
C02043,Coşkun Akçay,54,Erkek,Konya,Lisans,Serbest Meslek,39110.41,Boşanmış,1295,2021-08-31
C02044,Dr. Bezek Paksu Akçay Akçay,22,Kadın,İstanbul,Lise,Ücretli Çalışan,22831.18,Evli,1283,2024-11-14
C02045,Berrin Değer Aksu,62,Erkek,Adana,Lise,Ücretli Çalışan,20245.01,Evli,1299,2021-05-14
C02046,Dilfeza Sezer,26,Erkek,Adana,Lisans,Serbest Meslek,32547.55,Evli,1357,2023-05-05
C02047,Olca Manço,40,Kadın,İstanbul,Lise,İşveren,30641.52,Dul,1378,2017-11-19
C02048,Ramadan Akça,39,Kadın,Kayseri,Lisans,Serbest Meslek,19782.33,Evli,1670,2021-07-21
C02049,Filit Seven,47,Erkek,Adana,Lisans,Ücretli Çalışan,18050.86,Dul,1515,2020-05-07
C02050,Nehip Ergül,35,Kadın,Denizli,Lisans,Serbest Meslek,10250.42,Boşanmış,1444,2020-11-13
C02051,Öğr. Alışık Maynur Akar,62,Erkek,Bursa,Yüksek Lisans,Ücretli Çalışan,13390.84,Dul,1186,2016-12-19
C02052,Ahat Bilge,29,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,27613.67,Boşanmış,1612,2017-07-09
C02053,Av. Rahmet Tolonbay Şama,38,Kadın,İstanbul,Lisans,Ücretli Çalışan,13185.74,Bekar,1403,2022-04-16
C02054,Yrd. Doç. Naz Müferrih Soylu,21,Erkek,İzmir,Yüksek Lisans,Ücretli Çalışan,21259.13,Bekar,1637,2024-06-02
C02055,Öğr. Merim Özlem Yaman Akçay,24,Kadın,Adana,Ön Lisans,Serbest Meslek,10000.26,Bekar,1694,2019-06-21
C02056,Gilman Jaruthip Bilgin,32,Erkek,İzmir,Lise,Serbest Meslek,33228.94,Bekar,1461,2023-12-13
C02057,Okt. Mahter Öcalan Akdeniz,38,Kadın,İstanbul,Lisans,Ücretli Çalışan,24277.03,Evli,1279,2022-09-26
C02058,Bilgen Huzuri Arslan,41,Kadın,İstanbul,Lisans,Emekli,16786.49,Evli,1129,2015-06-14
C02059,Uz. Feryas Zebirce Arslan Akçay,44,Erkek,İzmir,Lise,İşsiz,17703.39,Evli,1180,2023-03-23
C02060,Av. Yamin Sezer,25,Kadın,Mersin,Lise,İşveren,40787.47,Boşanmış,1719,2015-09-07
C02061,Boğatimur Yüksel,51,Kadın,Bursa,Lisans,Ücretli Çalışan,17370.87,Dul,1067,2016-02-07
C02062,Aköz Güleğen Durdu Yaman,63,Kadın,Ankara,Lisans,Ücretli Çalışan,19389.87,Evli,1312,2020-05-13
C02063,Çev. Nirgül Gülcegün Bilir Durmuş,45,Kadın,İzmir,Lise,Ücretli Çalışan,33698.36,Evli,1494,2021-09-16
C02064,Tümkurt Güleğen Ergül,55,Kadın,Bursa,Yüksek Lisans,Ücretli Çalışan,32446.57,Bekar,1230,2023-01-28
C02065,Karaca Dumanlı,31,Kadın,Bursa,Lisans,Emekli,30665.44,Dul,781,2015-01-03
C02066,Arş. Gör. Giz Demir,38,Erkek,Bursa,Ön Lisans,Ücretli Çalışan,10468.5,Evli,1260,2018-09-08
C02067,Kutay İhsanoğlu,36,Erkek,Samsun,Lise,Ücretli Çalışan,16963.0,Evli,1361,2018-10-29
C02068,Prof. Ezgin Akça Ertaş,26,Erkek,Bursa,Lise,Ücretli Çalışan,55902.26,Evli,1900,2020-06-20
C02069,Ferahdiba Yılmaz,26,Erkek,İzmir,Lise,Ücretli Çalışan,40617.43,Dul,1400,2022-07-19
C02070,Mehdiye Güçlü,41,Erkek,Ankara,Lisans,Ücretli Çalışan,19370.89,Evli,1335,2017-03-03
C02071,Ümmühan Fadile Sezgin,51,Kadın,İstanbul,Lisans,İşveren,21092.0,Boşanmış,1380,2023-08-06
C02072,Okt. Dilhuş Söyler Akçay Türk,24,Kadın,Antalya,Yüksek Lisans,Ücretli Çalışan,13331.46,Evli,889,2021-05-27
C02073,Umman Durmuş,40,Erkek,İstanbul,Lisans,Serbest Meslek,11631.83,Evli,1313,2024-07-23
C02074,Gökçebalan Akar Gülen Mansız,56,Kadın,Ankara,Lisans,Ücretli Çalışan,34189.87,Dul,1491,2022-04-30
C02075,Öğr. Hüsmen Aydınbey Hayrioğlu,38,Erkek,Konya,Lise,Serbest Meslek,46441.26,Boşanmış,1630,2020-04-17
C02076,Tanak Tiğin Akar,36,Erkek,Ankara,Lise,Emekli,10491.2,Boşanmış,1438,2024-04-19
C02077,Prof. Çıvgın Ezgütekin Akar,49,Erkek,Ankara,Lisans,Serbest Meslek,14999.27,Dul,1452,2015-01-24
C02078,Atatöre Duran,35,Erkek,İstanbul,Ön Lisans,İşveren,18346.34,Evli,878,2020-02-15
C02079,Dr. Birgül Uyanser Gülen Akar,37,Kadın,Gaziantep,Lise,İşveren,30829.16,Boşanmış,1342,2018-04-22
C02080,Okt. Şefiye Tevetoğlu Zorlu,40,Kadın,Ankara,Lisans,İşveren,14183.32,Boşanmış,1470,2021-04-04
C02081,Türabi Ismık Gülen,37,Kadın,Konya,Lisans,Serbest Meslek,13060.42,Dul,1713,2024-08-08
C02082,Yağızkurt Akdeniz,51,Kadın,İstanbul,Lise,Ücretli Çalışan,15180.88,Dul,1624,2023-02-02
C02083,Okt. Nüdret Nurbanu Yılmaz,46,Kadın,Konya,Ön Lisans,Serbest Meslek,26609.82,Dul,1076,2017-10-20
C02084,Nazi Necva Hançer,52,Erkek,İstanbul,Lise,Ücretli Çalışan,15423.31,Boşanmış,1410,2018-02-04
C02085,Av. Övün Birgül Bilir Gül,71,Erkek,Eskişehir,Lise,Ücretli Çalışan,22830.28,Evli,1403,2024-11-16
C02086,Doç. Ruhugül Selmin Arslan Aksu,18,Erkek,Denizli,Lisans,Serbest Meslek,37249.5,Evli,1083,2024-10-19
C02087,Doç. Ruhide Ervaniye Karadeniz,27,Erkek,Bursa,Lisans,Ücretli Çalışan,17169.53,Dul,1854,2017-10-01
C02088,Beyler Bilir,49,Erkek,İzmir,Lisans,Ücretli Çalışan,18563.88,Bekar,1577,2016-07-29
C02089,Subutiye Yaşar Şama,32,Kadın,Kayseri,Lisans,İşveren,21223.07,Boşanmış,1518,2024-07-27
C02090,Suat İnönü,51,Erkek,Adana,Lise,Ücretli Çalışan,30798.77,Boşanmış,1623,2020-04-02
C02091,Birsan Yılmaz Seven,35,Erkek,Ankara,Lisans,Ücretli Çalışan,27828.61,Boşanmış,1477,2017-11-11
C02092,Ruhide Akçay,27,Kadın,İstanbul,Lisans,Serbest Meslek,16622.63,Dul,1521,2019-06-12
C02093,Doç. Özpetek Ergül Akar Akçay,50,Kadın,Gaziantep,Lise,İşveren,18350.5,Boşanmış,1197,2015-03-08
C02094,Maksüde Durmuş Soylu,40,Kadın,Samsun,Yüksek Lisans,Serbest Meslek,20974.34,Boşanmış,1546,2023-11-11
C02095,İlim İlteriş Hançer,51,Erkek,Bursa,Lisans,Ücretli Çalışan,31524.35,Bekar,1351,2021-05-04
C02096,Tayyibe Öncel Korutürk,32,Kadın,İzmir,Lisans,Ücretli Çalışan,12480.35,Bekar,1554,2021-06-08
C02097,Öğr. Arziye Adal Manço Eraslan,57,Kadın,Adana,Lisans,Emekli,17295.7,Dul,1399,2024-03-03
C02098,Solma Edaviye Şensoy,57,Erkek,Mersin,Doktora,Ücretli Çalışan,25021.76,Evli,1609,2022-04-18
C02099,Rümeysa Gül Soylu,25,Kadın,Bursa,Lise,Ücretli Çalışan,27049.6,Dul,1267,2024-12-21
C02100,Bay Baydu Çoğay Aslan,26,Erkek,İstanbul,Lisans,Ücretli Çalışan,17050.81,Bekar,1353,2015-02-04
C02101,Dr. Şahıgül Korutürk Arsoy,37,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,10420.79,Boşanmış,1619,2020-12-20
C02102,Yrd. Doç. Seblâ Bilge Eraslan,53,Kadın,Konya,Lisans,Ücretli Çalışan,8297.39,Boşanmış,1624,2025-01-06
C02103,Doç. Dursadiye Arsoy Zorlu,30,Kadın,İstanbul,Lise,Emekli,29308.68,Boşanmış,1442,2017-01-13
C02104,Şefi Eraslan,40,Kadın,Konya,Lisans,Ücretli Çalışan,18337.55,Bekar,1803,2018-09-03
C02105,Yrd. Doç. Alsoy Manço,25,Kadın,Antalya,Lise,Emekli,26200.35,Evli,1735,2019-10-04
C02106,Sevsevil Akgündüz,48,Kadın,Eskişehir,Lise,İşsiz,56733.18,Boşanmış,1087,2015-04-22
C02107,Hüsmen Aksu,51,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,19001.23,Bekar,1808,2019-12-24
C02108,Esentürk Ismık Seven,39,Kadın,Ankara,Ön Lisans,Emekli,16738.32,Dul,1786,2017-03-24
C02109,Ayten Maksüde Arslan Fırat,34,Erkek,Bursa,Lise,Ücretli Çalışan,10554.14,Evli,1250,2020-09-06
C02110,Oğuzman Akar,47,Kadın,İstanbul,Lise,Emekli,37287.65,Dul,1487,2023-04-22
C02111,Prof. Aykutalp Tevetoğlu,55,Erkek,Ankara,Lise,Serbest Meslek,10816.43,Bekar,1269,2023-12-20
C02112,Arş. Gör. Güneri Bilge,36,Erkek,İstanbul,Lise,Ücretli Çalışan,18928.96,Dul,1521,2015-03-08
C02113,Menfeat Aslan,48,Erkek,Ankara,Yüksek Lisans,Ücretli Çalışan,16314.95,Boşanmış,1534,2019-01-16
C02114,Cannur Zaliha Zengin Ergül,39,Kadın,Ankara,Lisans,Emekli,13139.12,Boşanmış,1311,2017-07-28
C02115,Abid Yaman,38,Kadın,Antalya,Lisans,İşsiz,18503.47,Dul,1227,2015-03-06
C02116,Nurbanu Süzer Seven,40,Erkek,Adana,Yüksek Lisans,İşsiz,16407.06,Bekar,1538,2016-07-30
C02117,Feyzin Sakarya,25,Kadın,İzmir,Lise,İşveren,14408.35,Evli,1900,2016-07-28
C02118,Bişar Zorlu,27,Kadın,İstanbul,Lisans,Serbest Meslek,10837.96,Boşanmış,1563,2019-03-03
C02119,Av. Coşkun Özokçu Akçay,18,Kadın,Ankara,Lise,Serbest Meslek,17928.14,Evli,1900,2023-04-28
C02120,Ledün Münif Çamurcuoğlu Erdoğan,21,Kadın,Ankara,Yüksek Lisans,İşveren,8169.12,Evli,925,2015-05-03
C02121,İlalmış Behrem İhsanoğlu Yıldırım,50,Erkek,Ankara,Ön Lisans,Ücretli Çalışan,33062.32,Boşanmış,1371,2021-12-22
C02122,Okt. Mihrab Sezer Arsoy,48,Kadın,Ankara,Yüksek Lisans,Ücretli Çalışan,37257.74,Bekar,1900,2023-03-30
C02123,İdiris Dumanlı,37,Erkek,İstanbul,Ön Lisans,Emekli,8000.0,Evli,1134,2016-10-09
C02124,Goncafer Demirel,34,Erkek,Mersin,Lise,Ücretli Çalışan,17738.23,Bekar,1453,2016-04-05
C02125,Asiman Durgadin Bilgin,53,Erkek,Denizli,Yüksek Lisans,İşsiz,35365.53,Dul,1177,2016-07-04
C02126,Vahittin Manço,53,Kadın,Ankara,Ön Lisans,Emekli,23410.68,Boşanmış,1476,2016-06-09
C02127,Çev. Bağdaş Dinçsü Yaman,50,Erkek,Samsun,Lisans,Ücretli Çalışan,20589.02,Bekar,1900,2020-05-11
C02128,Mazlum Sezer,22,Kadın,İstanbul,Lisans,Ücretli Çalışan,15806.45,Evli,1388,2017-07-12
C02129,Asalet Adlan Öcalan Güçlü,45,Kadın,Adana,Lise,Serbest Meslek,35262.74,Bekar,1493,2017-10-20
C02130,Bayan Gülkadın Deryanur Türk,22,Kadın,Adana,Lise,Ücretli Çalışan,29118.57,Dul,1608,2022-06-30
C02131,Nayil Batırhan Çamurcuoğlu,18,Erkek,Adana,Lise,Serbest Meslek,19896.28,Dul,1022,2019-03-16
C02132,Aynilhayat Erdoğan,32,Kadın,Adana,Lisans,Serbest Meslek,13276.3,Bekar,1582,2023-11-28
C02133,Akmaral Cannur Çetin,41,Kadın,İstanbul,Lisans,Ücretli Çalışan,11175.55,Evli,1600,2016-10-25
C02134,Sıylıhan Diken Zengin Akçay,22,Kadın,Bursa,Ön Lisans,Ücretli Çalışan,23122.26,Boşanmış,1216,2017-02-08
C02135,Cezayir Ülker,35,Erkek,İzmir,Lise,Serbest Meslek,25007.27,Boşanmış,1630,2021-02-13
C02136,Asiman Burcuhan Manço Akdeniz,56,Erkek,Antalya,Lisans,Ücretli Çalışan,19206.15,Boşanmış,1576,2018-10-13
C02137,İde Ergül,34,Kadın,İstanbul,Lisans,İşsiz,21631.27,Dul,1329,2023-08-29
C02138,Feryas Tomurcuk Öcalan Gül,38,Kadın,Antalya,Lise,Ücretli Çalışan,8851.24,Boşanmış,1462,2015-09-16
C02139,Arş. Gör. Serda Arcan Sakarya,44,Erkek,Bursa,Yüksek Lisans,İşveren,14675.31,Evli,1058,2016-01-23
C02140,Risalet Bilir,57,Erkek,Gaziantep,Lise,Ücretli Çalışan,24863.36,Boşanmış,1442,2016-06-01
C02141,Fatih Aksu,26,Erkek,İzmir,Lisans,Emekli,13769.12,Bekar,1665,2024-09-21
C02142,Yolal Sakarya,41,Kadın,Ankara,Yüksek Lisans,İşsiz,15556.53,Evli,1347,2016-08-03
C02143,Onursu Akdeniz,30,Kadın,Konya,Lise,İşveren,39158.76,Boşanmış,1838,2020-11-22
C02144,Okt. İnsaf Akçay Dumanlı,34,Kadın,İzmir,Lisans,Serbest Meslek,15019.41,Bekar,845,2023-12-22
C02145,Cemalettin İyiyürek Ergül Kısakürek,22,Kadın,Antalya,Doktora,Ücretli Çalışan,10907.86,Evli,1333,2019-03-14
C02146,Öğr. Vacibe Haliye Seven,36,Kadın,Bursa,Yüksek Lisans,Ücretli Çalışan,10879.1,Evli,1309,2024-06-15
C02147,Çeviköz Gücal Demir Ertaş,46,Kadın,İzmir,Yüksek Lisans,Emekli,25273.9,Dul,985,2024-08-16
C02148,Rahmet Benol Soylu İnönü,38,Kadın,Samsun,Yüksek Lisans,Ücretli Çalışan,10694.63,Boşanmış,1605,2019-05-16
C02149,Mahter Çolpan Gül Türk,49,Erkek,Mersin,Ön Lisans,Emekli,13304.9,Evli,1148,2023-02-03
C02150,Günşen Soylu,34,Kadın,İstanbul,Lisans,Emekli,8000.0,Boşanmış,1423,2017-05-05
C02151,Kaşif Fehim Ertaş Tevetoğlu,36,Kadın,İstanbul,Ön Lisans,Emekli,30840.34,Evli,1185,2020-05-23
C02152,Selvi Hafıza Durmuş,32,Kadın,Ankara,Lise,İşveren,10117.92,Dul,1128,2019-05-21
C02153,Çev. Samahat Güler Akdeniz,25,Kadın,Gaziantep,Lise,Serbest Meslek,31200.46,Boşanmış,1325,2016-07-29
C02154,Şahmettin Sezgin,41,Kadın,Adana,Lisans,Emekli,16791.98,Evli,1142,2017-04-23
C02155,Dr. Nilcan Akçay Yılmaz,37,Erkek,Konya,İlkokul,Ücretli Çalışan,26097.54,Bekar,1198,2020-11-02
C02156,Dr. Damlanur Gülen Dumanlı,49,Kadın,Konya,Lisans,Ücretli Çalışan,13597.29,Evli,1259,2022-05-29
C02157,Baydu Manço,46,Kadın,İzmir,Lisans,Ücretli Çalışan,14786.26,Evli,1389,2015-10-16
C02158,Rabbiye Sezer Zengin,36,Erkek,Kayseri,Yüksek Lisans,Emekli,21125.07,Bekar,864,2019-04-12
C02159,Ziyaettin Büget Erdoğan Arsoy,18,Erkek,İstanbul,Ön Lisans,İşveren,26296.34,Evli,1679,2024-10-29
C02160,Hami Akar,29,Erkek,Adana,Lise,Serbest Meslek,17857.65,Bekar,1573,2015-12-29
C02161,Dürrüşehvar Bilgin Karadeniz,48,Erkek,İstanbul,Lisans,İşsiz,8002.79,Dul,878,2024-05-20
C02162,Doç. Ticen Laze İnönü,36,Erkek,Ankara,Lisans,Serbest Meslek,27348.39,Boşanmış,1900,2024-06-12
C02163,Pürçek Ergül,37,Erkek,Mersin,Lisans,Serbest Meslek,10581.48,Boşanmış,1480,2019-09-15
C02164,Dr. Şefiye Akça Gülen,55,Erkek,Denizli,Lise,Serbest Meslek,20923.04,Bekar,1273,2022-12-30
C02165,Arş. Gör. Laze Manço Öcalan,51,Kadın,Bursa,Lise,İşveren,26865.43,Dul,1243,2022-06-19
C02166,Dr. Dürrüşehvar Hurşide Soylu Soylu,44,Erkek,İzmir,Lisans,Ücretli Çalışan,31218.6,Dul,1795,2021-10-20
C02167,Dr. Bellisan Akdora Sakarya,39,Erkek,İstanbul,Lise,Ücretli Çalışan,16964.26,Bekar,1806,2021-06-15
C02168,İntihap Arcan Soylu,25,Kadın,Ankara,Lisans,Ücretli Çalışan,24278.85,Dul,1157,2024-02-22
C02169,Cebesoy Kısakürek,52,Kadın,Ankara,Lisans,Ücretli Çalışan,17745.36,Dul,1817,2021-06-06
C02170,Fayize Hançer,45,Kadın,Samsun,Lisans,Emekli,11493.66,Dul,1696,2022-07-03
C02171,Çetinsu Arısoy Ülker İnönü,58,Kadın,İzmir,İlkokul,Emekli,29644.41,Boşanmış,1269,2016-02-09
C02172,Prof. Sidar Akar Arslan,36,Erkek,Gaziantep,Lisans,Ücretli Çalışan,21278.28,Boşanmış,1324,2019-01-08
C02173,Öğr. Tuğçe Eraslan Duran,60,Erkek,Ankara,Yüksek Lisans,İşveren,21267.75,Boşanmış,824,2020-01-01
C02174,Zeride Duran,44,Erkek,İzmir,Doktora,İşveren,17040.18,Boşanmış,1481,2023-08-15
C02175,Çopur Türk,35,Kadın,İzmir,Yüksek Lisans,İşveren,28657.51,Boşanmış,1779,2023-04-22
C02176,Dr. Nurtaç Serda Hayrioğlu,43,Erkek,Konya,Lise,Ücretli Çalışan,17108.15,Dul,1489,2024-08-09
C02177,Selmin Ertaş Türk,40,Erkek,Bursa,Lisans,Ücretli Çalışan,13889.75,Evli,1524,2018-07-20
C02178,Cantez Sağcan Ülker,45,Kadın,Eskişehir,Lise,İşveren,39862.79,Dul,1813,2018-07-05
C02179,Fildan Tanyu Şafak,31,Kadın,Adana,Lise,Serbest Meslek,28828.92,Dul,1262,2018-12-07
C02180,Görklü Demirel,48,Erkek,Mersin,Lisans,Ücretli Çalışan,15796.18,Evli,1244,2018-08-15
C02181,Talibe İnönü Demir,43,Kadın,Bursa,Yüksek Lisans,Ücretli Çalışan,8000.0,Boşanmış,942,2023-06-27
C02182,Dr. Çevregül Tarhan Duran,37,Kadın,Ankara,Lisans,Serbest Meslek,20683.65,Evli,1407,2016-01-18
C02183,Öğr. Özay Akdeniz Aksu,21,Erkek,Kayseri,Lise,Ücretli Çalışan,13793.44,Boşanmış,1397,2020-12-22
C02184,Kiramettin Ersel Soylu,46,Kadın,Eskişehir,Lise,Ücretli Çalışan,19785.4,Boşanmış,1789,2021-11-17
C02185,Şüküfe Tarhan Ergül,44,Kadın,Ankara,Lise,Serbest Meslek,14237.65,Bekar,1309,2017-10-04
C02186,Mujde Bahtinur Yıldırım,23,Erkek,İstanbul,Lise,Ücretli Çalışan,18983.73,Evli,1698,2017-10-01
C02187,Başok Şabettin Arsoy,48,Erkek,Bursa,Lise,Emekli,37455.33,Bekar,1384,2018-04-30
C02188,İlkbahar Arziye İnönü Akçay,56,Kadın,Kayseri,Ön Lisans,Ücretli Çalışan,18269.95,Dul,1867,2019-08-25
C02189,Nurseda Sakarya,39,Kadın,Ankara,Lisans,Serbest Meslek,27398.79,Dul,1868,2022-01-13
C02190,Okt. Nesfe Rezin Ergül,37,Erkek,Adana,Lisans,Serbest Meslek,21988.5,Boşanmış,1822,2024-01-04
C02191,Tuğtaş Ercihan Yüksel,38,Erkek,Ankara,Yüksek Lisans,İşveren,10999.43,Evli,1900,2018-08-04
C02192,Dr. Görklü Sulhi Çorlu,34,Kadın,Samsun,Lise,Ücretli Çalışan,21406.29,Evli,1789,2023-12-03
C02193,Göknur Demir,32,Kadın,İstanbul,Yüksek Lisans,Ücretli Çalışan,12663.25,Dul,1443,2021-01-01
C02194,Ganiye Yıldırım,18,Kadın,Adana,Lisans,Ücretli Çalışan,17508.51,Evli,1481,2020-03-20
C02195,Aydar Ertaş,36,Kadın,İzmir,Ön Lisans,Ücretli Çalışan,9951.19,Dul,1778,2015-09-22
C02196,Yrd. Doç. Varlık Sadeti Aslan,41,Kadın,İstanbul,Ön Lisans,İşsiz,37949.76,Bekar,1154,2025-01-17
C02197,Vaysal Güçlü,29,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,22496.87,Boşanmış,1446,2021-05-22
C02198,Güleğen Kısakürek,25,Kadın,Adana,Ön Lisans,Ücretli Çalışan,38615.26,Evli,1344,2019-06-12
C02199,Musaffa Durdu Sakarya,18,Erkek,Ankara,Lisans,Ücretli Çalışan,36231.16,Boşanmış,1293,2018-09-15
C02200,Dr. Gülsiye Şama Soylu,32,Erkek,İstanbul,Lisans,Ücretli Çalışan,9005.36,Boşanmış,1815,2024-09-03
C02201,Fitnat Mansız,24,Kadın,Adana,Ön Lisans,Ücretli Çalışan,20461.54,Bekar,1648,2023-09-08
C02202,Nezengül Seblâ Akar,45,Kadın,İzmir,Lisans,İşsiz,19402.47,Evli,794,2017-10-16
C02203,Dr. Beriye Karadeniz Akdeniz,30,Kadın,Gaziantep,İlkokul,İşsiz,21687.91,Dul,1023,2023-03-04
C02204,Ferihan Eraslan,42,Kadın,İstanbul,Ön Lisans,Ücretli Çalışan,27086.33,Dul,1740,2024-01-10
C02205,Gencaslan Server Gülen,25,Erkek,İstanbul,Lise,Ücretli Çalışan,53556.41,Bekar,1691,2018-06-28
C02206,Yrd. Doç. Zoral Aydınbey Demirel,39,Erkek,Kayseri,Ön Lisans,Ücretli Çalışan,32542.15,Evli,1900,2017-12-03
C02207,Sulhi Halidun Aslan Erdoğan,22,Kadın,Ankara,Lisans,Ücretli Çalışan,18009.09,Bekar,825,2018-10-23
C02208,Öğr. Gülçe Ergül Çetin,42,Kadın,İzmir,İlkokul,Ücretli Çalışan,23492.29,Bekar,1490,2021-03-31
C02209,Tunahan Alemdar,32,Erkek,İstanbul,İlkokul,Ücretli Çalışan,8000.0,Bekar,1473,2015-01-20
C02210,Tuğçe Melûl Şafak,57,Erkek,İstanbul,Yüksek Lisans,Ücretli Çalışan,15276.05,Boşanmış,1610,2024-08-20
C02211,Gülnaziye Seven,21,Kadın,İstanbul,Lisans,Ücretli Çalışan,24483.28,Evli,1321,2021-01-01
C02212,Hüda Mansız Zorlu,30,Erkek,İstanbul,Lisans,Ücretli Çalışan,14155.19,Evli,1281,2021-09-22
C02213,Dr. Züheyla Gülay Akgündüz Yıldırım,44,Kadın,Mersin,Lisans,Ücretli Çalışan,11042.72,Evli,1280,2020-09-09
C02214,Yrd. Doç. Omaca Bilir,39,Erkek,İstanbul,İlkokul,Ücretli Çalışan,12154.23,Bekar,1829,2024-01-20
C02215,Çev. Yıldız Şirivan Akdeniz Öcalan,29,Erkek,İstanbul,Lisans,Emekli,14746.39,Evli,1095,2025-02-04
C02216,Yrd. Doç. Badegül Yalın Akar,61,Kadın,Bursa,Doktora,Ücretli Çalışan,25560.6,Boşanmış,1265,2020-02-06
C02217,Seyhan Fadıla Yüksel Manço,53,Erkek,Konya,Yüksek Lisans,Emekli,21814.16,Bekar,1524,2018-10-17
C02218,Sebigül Revza Hayrioğlu,35,Kadın,İstanbul,Lisans,Ücretli Çalışan,14225.09,Evli,1464,2023-11-27
